Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
CA-2012-144267,2012-08-21,2012-08-23,First Class,NZ-18565,OFF-PA-10000157,59.94,3,0.0,28.17
CA-2012-144267,2012-08-21,2012-08-23,First Class,NZ-18565,OFF-PA-10001947,23.92,4,0.0,11.72
CA-2012-144267,2012-08-21,2012-08-23,First Class,NZ-18565,OFF-PA-10003657,4.28,1,0.0,1.93
US-2012-157014,2012-10-03,2012-10-06,Second Class,BM-11785,OFF-BI-10001098,32.07,5,0.7,-22.45
US-2012-157014,2012-10-03,2012-10-06,Second Class,BM-11785,TEC-AC-10002167,24.0,2,0.2,-2.7
US-2012-157014,2012-10-03,2012-10-06,Second Class,BM-11785,FUR-BO-10004409,35.49,1,0.5,-15.62
US-2012-157014,2012-10-03,2012-10-06,Second Class,BM-11785,TEC-AC-10000057,47.98,2,0.2,0.6
CA-2012-154921,2012-05-23,2012-05-28,Standard Class,EA-14035,OFF-EN-10000056,186.69,3,0.0,87.74
CA-2014-129567,2014-03-18,2014-03-22,Second Class,CL-12565,OFF-BI-10000014,17.46,2,0.2,5.89
CA-2012-154620,2012-12-12,2012-12-16,Standard Class,LT-17110,FUR-CH-10004675,348.93,2,0.2,34.89
CA-2012-115938,2012-06-26,2012-06-30,Standard Class,SA-20830,OFF-BI-10001543,143.96,4,0.0,69.1
CA-2012-115938,2012-06-26,2012-06-30,Standard Class,SA-20830,OFF-ST-10001321,15.42,1,0.0,4.16
CA-2012-115938,2012-06-26,2012-06-30,Standard Class,SA-20830,OFF-BI-10001132,43.04,8,0.0,21.09
CA-2012-115938,2012-06-26,2012-06-30,Standard Class,SA-20830,FUR-CH-10003199,332.94,3,0.0,79.91
CA-2013-105256,2013-05-21,2013-05-21,Same Day,JK-15730,TEC-PH-10001530,1363.96,5,0.2,85.25
CA-2011-156433,2011-09-20,2011-09-26,Standard Class,ES-14020,OFF-LA-10001569,9.96,2,0.0,4.58
CA-2011-156433,2011-09-20,2011-09-26,Standard Class,ES-14020,OFF-PA-10003724,21.72,4,0.0,10.64
CA-2014-151428,2014-09-22,2014-09-27,Standard Class,RH-19495,OFF-BI-10000546,20.16,7,0.0,9.88
CA-2012-124653,2012-12-24,2012-12-26,First Class,DB-13120,OFF-PA-10000176,132.79,7,0.0,63.74
CA-2012-124653,2012-12-24,2012-12-26,First Class,DB-13120,OFF-PA-10002365,12.96,2,0.0,6.22
CA-2012-124653,2012-12-24,2012-12-26,First Class,DB-13120,OFF-LA-10002271,21.56,7,0.0,10.35
CA-2012-101910,2012-11-27,2012-12-03,Standard Class,CD-11920,FUR-CH-10002647,283.92,5,0.2,17.74
CA-2014-105809,2014-02-21,2014-02-24,First Class,HW-14935,FUR-FU-10004090,22.23,1,0.0,7.34
CA-2014-105809,2014-02-21,2014-02-24,First Class,HW-14935,TEC-PH-10001580,215.97,2,0.2,18.9
CA-2013-136133,2013-08-19,2013-08-24,Second Class,HW-14935,OFF-AP-10000576,355.32,9,0.0,99.49
CA-2013-115504,2013-03-13,2013-03-18,Standard Class,MC-18130,OFF-PA-10003953,12.96,2,0.0,6.22
CA-2014-135783,2014-04-23,2014-04-25,First Class,GM-14440,FUR-FU-10000794,18.28,2,0.0,6.22
CA-2011-134313,2011-11-01,2011-11-07,Standard Class,RA-19915,OFF-AR-10001897,43.18,3,0.2,4.32
CA-2011-134313,2011-11-01,2011-11-07,Standard Class,RA-19915,TEC-PH-10001795,1983.97,4,0.2,248.0
CA-2012-140921,2012-02-03,2012-02-05,First Class,AA-10375,FUR-FU-10003347,28.4,2,0.0,11.08
CA-2012-140921,2012-02-03,2012-02-05,First Class,AA-10375,TEC-AC-10004901,149.97,3,0.0,50.99
CA-2011-151995,2011-10-13,2011-10-15,First Class,ZC-21910,OFF-AR-10003190,11.52,4,0.0,3.23
CA-2011-151995,2011-10-13,2011-10-15,First Class,ZC-21910,FUR-TA-10002903,1298.55,5,0.0,311.65
CA-2011-151995,2011-10-13,2011-10-15,First Class,ZC-21910,OFF-AP-10000240,213.92,4,0.0,62.04
CA-2011-151995,2011-10-13,2011-10-15,First Class,ZC-21910,TEC-AC-10001101,25.78,2,0.0,2.58
CA-2014-143686,2014-05-15,2014-05-15,Same Day,PJ-19015,FUR-FU-10000794,18.28,2,0.0,6.22
CA-2014-143686,2014-05-15,2014-05-15,Same Day,PJ-19015,TEC-AC-10001838,1399.93,7,0.0,601.97
CA-2012-106565,2012-03-20,2012-03-23,First Class,BW-11110,OFF-PA-10000061,51.84,8,0.0,24.88
CA-2013-149370,2013-09-16,2013-09-20,Standard Class,DB-13210,OFF-PA-10003651,5.34,1,0.2,1.87
CA-2011-140858,2011-06-28,2011-07-02,Standard Class,CA-12775,OFF-PA-10000304,41.47,8,0.2,14.52
CA-2011-140858,2011-06-28,2011-07-02,Standard Class,CA-12775,OFF-BI-10003094,3.17,3,0.7,-2.43
CA-2011-140858,2011-06-28,2011-07-02,Standard Class,CA-12775,FUR-CH-10001394,1228.46,5,0.3,0.0
CA-2011-140858,2011-06-28,2011-07-02,Standard Class,CA-12775,OFF-BI-10004230,31.09,3,0.7,-22.8
CA-2011-140858,2011-06-28,2011-07-02,Standard Class,CA-12775,OFF-PA-10003395,335.52,4,0.2,117.43
CA-2014-101434,2014-06-21,2014-06-28,Standard Class,TR-21325,TEC-AC-10002402,239.97,3,0.0,71.99
CA-2014-101434,2014-06-21,2014-06-28,Standard Class,TR-21325,OFF-LA-10003223,9.82,2,0.0,4.81
US-2011-102071,2011-05-09,2011-05-15,Standard Class,PG-18820,TEC-AC-10003441,67.8,4,0.0,4.07
US-2011-102071,2011-05-09,2011-05-15,Standard Class,PG-18820,TEC-AC-10000109,167.97,3,0.0,40.31
CA-2014-126956,2014-08-22,2014-08-29,Standard Class,GT-14710,OFF-FA-10002280,35.0,7,0.0,16.8
CA-2014-126956,2014-08-22,2014-08-29,Standard Class,GT-14710,OFF-SU-10000381,37.24,4,0.0,10.8
CA-2014-126956,2014-08-22,2014-08-29,Standard Class,GT-14710,OFF-EN-10004459,15.28,2,0.0,7.49
CA-2014-129462,2014-06-17,2014-06-22,Second Class,JE-15745,FUR-CH-10000665,301.96,2,0.0,90.59
CA-2014-129462,2014-06-17,2014-06-22,Second Class,JE-15745,OFF-AP-10003884,180.66,3,0.0,50.58
CA-2014-129462,2014-06-17,2014-06-22,Second Class,JE-15745,TEC-PH-10001557,191.98,2,0.0,51.83
CA-2014-129462,2014-06-17,2014-06-22,Second Class,JE-15745,TEC-PH-10002085,65.99,1,0.0,17.16
CA-2013-165316,2013-07-24,2013-07-28,Standard Class,JB-15400,OFF-AR-10002956,35.22,2,0.2,2.64
CA-2013-165316,2013-07-24,2013-07-28,Standard Class,JB-15400,OFF-AP-10003266,23.7,2,0.2,6.52
CA-2013-165316,2013-07-24,2013-07-28,Standard Class,JB-15400,TEC-MA-10004002,265.48,1,0.5,-111.5
US-2011-115987,2011-09-08,2011-09-13,Second Class,LH-17020,OFF-BI-10001071,51.18,4,0.8,-79.34
US-2014-156083,2014-11-05,2014-11-12,Standard Class,JL-15175,OFF-PA-10001560,9.66,2,0.2,3.26
US-2013-137547,2013-03-08,2013-03-13,Standard Class,EB-13705,TEC-PH-10002365,21.07,3,0.2,1.58
CA-2012-100454,2012-11-20,2012-11-25,Standard Class,BM-11650,OFF-AR-10004648,60.45,3,0.0,16.32
CA-2012-100454,2012-11-20,2012-11-25,Standard Class,BM-11650,OFF-AR-10002578,11.52,4,0.0,3.34
CA-2012-100454,2012-11-20,2012-11-25,Standard Class,BM-11650,FUR-BO-10001519,186.05,4,0.2,9.3
CA-2013-161669,2013-11-08,2013-11-10,First Class,EM-14095,OFF-BI-10001294,37.44,4,0.2,11.7
CA-2013-161669,2013-11-08,2013-11-10,First Class,EM-14095,OFF-BI-10001636,26.98,4,0.2,8.77
CA-2013-161669,2013-11-08,2013-11-10,First Class,EM-14095,OFF-SU-10002503,11.36,2,0.0,3.29
CA-2013-161669,2013-11-08,2013-11-10,First Class,EM-14095,OFF-LA-10004093,14.62,2,0.0,6.87
CA-2012-114300,2012-10-13,2012-10-17,Standard Class,AF-10885,TEC-PH-10001552,83.72,7,0.0,23.44
CA-2012-114300,2012-10-13,2012-10-17,Standard Class,AF-10885,FUR-CH-10001891,287.94,3,0.0,77.74
CA-2014-107503,2014-01-02,2014-01-07,Standard Class,GA-14725,FUR-FU-10003878,48.9,4,0.2,8.56
CA-2011-107755,2011-02-08,2011-02-13,Standard Class,CK-12760,TEC-AC-10000710,115.36,7,0.0,49.6
CA-2013-152534,2013-06-21,2013-06-26,Second Class,DP-13105,OFF-AR-10002335,5.16,2,0.0,1.34
CA-2013-152534,2013-06-21,2013-06-26,Second Class,DP-13105,OFF-PA-10001870,38.88,6,0.0,18.66
CA-2013-113747,2013-05-29,2013-06-05,Standard Class,VD-21670,OFF-AR-10003373,185.88,6,0.0,50.19
CA-2013-123274,2013-02-19,2013-02-24,Standard Class,GT-14710,FUR-FU-10004090,44.46,2,0.0,14.67
CA-2013-123274,2013-02-19,2013-02-24,Standard Class,GT-14710,OFF-ST-10000736,242.94,3,0.0,9.72
CA-2011-125612,2011-08-03,2011-08-08,Standard Class,BK-11260,OFF-PA-10001019,39.96,2,0.0,18.78
CA-2011-125612,2011-08-03,2011-08-08,Standard Class,BK-11260,OFF-SU-10002537,102.3,10,0.0,26.6
CA-2011-125612,2011-08-03,2011-08-08,Standard Class,BK-11260,OFF-ST-10003221,21.36,2,0.0,5.77
CA-2014-161984,2014-04-11,2014-04-16,Standard Class,SJ-20125,OFF-PA-10004569,7.61,1,0.0,3.58
CA-2014-161984,2014-04-11,2014-04-16,Standard Class,SJ-20125,OFF-FA-10000624,7.16,2,0.0,3.58
CA-2011-133851,2011-06-09,2011-06-16,Standard Class,CM-12445,OFF-SU-10001225,7.36,2,0.0,0.15
CA-2011-133851,2011-06-09,2011-06-16,Standard Class,CM-12445,OFF-AR-10003752,23.1,2,0.0,10.63
CA-2013-134474,2013-01-05,2013-01-07,Second Class,AJ-10795,TEC-AC-10001714,191.47,6,0.2,40.69
CA-2013-134474,2013-01-05,2013-01-07,Second Class,AJ-10795,OFF-AR-10003958,5.25,2,0.2,0.59
CA-2013-134474,2013-01-05,2013-01-07,Second Class,AJ-10795,TEC-PH-10002923,59.18,2,0.2,5.18
CA-2011-149020,2011-01-11,2011-01-16,Standard Class,AJ-10780,OFF-LA-10004272,2.89,1,0.0,1.36
CA-2011-149020,2011-01-11,2011-01-16,Standard Class,AJ-10780,FUR-FU-10000965,51.94,1,0.0,21.3
CA-2013-134362,2013-09-30,2013-10-03,First Class,LS-16945,OFF-LA-10004853,15.94,4,0.2,5.18
CA-2011-136742,2011-04-06,2011-04-10,Standard Class,GP-14740,OFF-BI-10003719,44.91,6,0.7,-35.93
CA-2013-158099,2013-09-04,2013-09-06,First Class,PK-18910,OFF-BI-10000545,1141.47,5,0.7,-760.98
CA-2013-158099,2013-09-04,2013-09-06,First Class,PK-18910,TEC-PH-10002496,280.78,3,0.4,-46.8
CA-2012-131128,2012-10-19,2012-10-20,First Class,TB-21520,OFF-PA-10003591,34.44,3,0.0,17.22
CA-2011-148488,2011-12-10,2011-12-15,Standard Class,SM-20005,OFF-PA-10004470,11.36,2,0.0,5.23
CA-2011-148488,2011-12-10,2011-12-15,Standard Class,SM-20005,OFF-BI-10000315,106.34,7,0.2,37.22
CA-2014-114636,2014-08-26,2014-08-30,Standard Class,GA-14725,OFF-PA-10001790,192.16,5,0.2,67.26
CA-2013-116736,2013-01-17,2013-01-21,Standard Class,CC-12430,FUR-FU-10004017,322.59,3,0.0,64.52
CA-2013-116736,2013-01-17,2013-01-21,Standard Class,CC-12430,TEC-AC-10003628,29.99,1,0.0,13.2
CA-2013-116736,2013-01-17,2013-01-21,Standard Class,CC-12430,TEC-AC-10002049,371.97,3,0.0,66.95
US-2011-158638,2011-09-17,2011-09-21,Standard Class,AG-10765,OFF-BI-10003712,5.89,4,0.7,-4.12
CA-2014-111689,2014-12-01,2014-12-03,Second Class,HP-14815,OFF-BI-10003984,68.47,3,0.2,23.11
CA-2014-111689,2014-12-01,2014-12-03,Second Class,HP-14815,FUR-CH-10004287,1242.9,5,0.1,262.39
CA-2012-129098,2012-10-09,2012-10-13,Standard Class,DK-13090,OFF-ST-10001321,30.84,2,0.0,8.33
US-2014-123463,2014-12-24,2014-12-24,Same Day,GZ-14470,OFF-AR-10001118,13.48,4,0.0,5.93
CA-2013-165148,2013-10-23,2013-10-25,First Class,PM-19135,FUR-FU-10000732,31.4,5,0.0,10.05
CA-2011-134061,2011-04-29,2011-05-04,Standard Class,LL-16840,FUR-FU-10001424,17.46,2,0.0,5.94
CA-2012-143602,2012-04-25,2012-04-28,Second Class,JS-15595,OFF-BI-10002071,13.94,3,0.2,4.53
CA-2014-115364,2014-06-27,2014-07-03,Standard Class,OT-18730,OFF-ST-10002486,83.76,12,0.0,1.68
CA-2014-150707,2014-10-15,2014-10-20,Standard Class,EL-13735,OFF-BI-10001078,37.66,7,0.0,18.45
CA-2011-104976,2011-12-09,2011-12-16,Standard Class,CK-12760,OFF-PA-10003845,34.68,6,0.0,16.99
CA-2014-132934,2014-06-21,2014-06-27,Standard Class,JE-15475,TEC-AC-10000927,149.95,5,0.0,15.0
CA-2014-132934,2014-06-21,2014-06-27,Standard Class,JE-15475,OFF-BI-10001098,51.31,3,0.2,18.6
CA-2014-133256,2014-06-27,2014-06-28,First Class,TH-21550,OFF-PA-10001622,4.54,1,0.0,2.04
CA-2014-133256,2014-06-27,2014-06-28,First Class,TH-21550,OFF-AR-10003158,15.92,4,0.0,5.41
CA-2014-133256,2014-06-27,2014-06-28,First Class,TH-21550,TEC-PH-10002660,543.92,8,0.0,135.98
CA-2013-105494,2013-11-11,2013-11-13,First Class,PC-18745,OFF-ST-10002205,155.82,7,0.0,42.07
CA-2013-105494,2013-11-11,2013-11-13,First Class,PC-18745,OFF-BI-10003364,70.01,3,0.2,24.5
CA-2013-140634,2013-10-04,2013-10-07,Second Class,HL-15040,OFF-EN-10001099,15.65,2,0.2,5.09
CA-2011-144407,2011-09-09,2011-09-15,Standard Class,MS-17365,OFF-LA-10003923,103.6,7,0.0,51.8
CA-2014-160983,2014-10-30,2014-11-01,Second Class,GB-14530,OFF-PA-10002250,46.96,8,0.0,22.54
US-2013-114622,2013-04-11,2013-04-13,First Class,JR-16210,OFF-BI-10004716,8.9,2,0.7,-6.53
CA-2014-150959,2014-11-12,2014-11-14,First Class,TD-20995,OFF-LA-10001045,10.44,5,0.2,3.39
CA-2014-150959,2014-11-12,2014-11-14,First Class,TD-20995,OFF-BI-10001510,18.34,4,0.8,-32.09
CA-2014-132353,2014-09-16,2014-09-18,First Class,DB-13060,TEC-PH-10004536,323.98,3,0.2,20.25
CA-2013-130477,2013-04-09,2013-04-13,Standard Class,LC-17140,OFF-PA-10002947,20.04,3,0.0,9.62
CA-2013-130477,2013-04-09,2013-04-13,Standard Class,LC-17140,OFF-ST-10002583,64.96,2,0.0,2.6
CA-2013-130477,2013-04-09,2013-04-13,Standard Class,LC-17140,OFF-PA-10000019,12.96,2,0.0,6.22
CA-2014-143259,2014-12-31,2015-01-04,Standard Class,PO-18865,FUR-BO-10003441,323.14,4,0.2,12.12
CA-2014-143259,2014-12-31,2015-01-04,Standard Class,PO-18865,TEC-PH-10004774,90.93,7,0.0,2.73
CA-2014-143259,2014-12-31,2015-01-04,Standard Class,PO-18865,OFF-BI-10003684,52.78,3,0.2,19.79
CA-2014-137596,2014-09-03,2014-09-08,Standard Class,BE-11335,TEC-PH-10001494,1199.8,4,0.0,323.95
CA-2014-137596,2014-09-03,2014-09-08,Standard Class,BE-11335,TEC-AC-10004666,1928.78,7,0.0,829.38
CA-2014-137596,2014-09-03,2014-09-08,Standard Class,BE-11335,OFF-ST-10003816,352.38,2,0.0,81.05
CA-2012-133627,2012-05-31,2012-06-07,Standard Class,SC-20050,FUR-FU-10001935,22.2,6,0.0,9.1
CA-2014-102519,2014-11-28,2014-11-30,First Class,BM-11650,FUR-FU-10004091,46.94,1,0.0,19.25
CA-2014-102519,2014-11-28,2014-11-30,First Class,BM-11650,TEC-AC-10001772,143.73,9,0.0,56.05
US-2011-141215,2011-06-15,2011-06-21,Standard Class,KL-16555,FUR-TA-10001520,99.92,2,0.3,-18.56
US-2011-141215,2011-06-15,2011-06-21,Standard Class,KL-16555,FUR-CH-10003379,797.94,4,0.3,-57.0
US-2011-141215,2011-06-15,2011-06-21,Standard Class,KL-16555,OFF-BI-10002706,8.57,3,0.8,-14.57
CA-2013-165218,2013-03-06,2013-03-12,Standard Class,RW-19630,OFF-EN-10000056,149.35,3,0.2,50.41
CA-2013-165218,2013-03-06,2013-03-12,Standard Class,RW-19630,OFF-ST-10001558,12.99,1,0.2,-0.81
CA-2011-138296,2011-12-05,2011-12-12,Standard Class,RC-19825,OFF-ST-10002444,24.56,2,0.0,6.88
CA-2012-111164,2012-04-11,2012-04-15,Standard Class,SE-20110,TEC-AC-10002473,85.14,3,0.0,34.91
CA-2012-111164,2012-04-11,2012-04-15,Standard Class,SE-20110,TEC-PH-10004531,21.99,1,0.0,10.56
CA-2012-111164,2012-04-11,2012-04-15,Standard Class,SE-20110,OFF-AP-10004487,406.6,5,0.0,113.85
CA-2013-149797,2013-09-16,2013-09-21,Standard Class,AH-10075,OFF-BI-10003650,841.57,2,0.2,294.55
CA-2011-132962,2011-09-13,2011-09-16,First Class,JM-15535,OFF-PA-10003543,15.55,3,0.2,5.44
CA-2011-132962,2011-09-13,2011-09-16,First Class,JM-15535,TEC-AC-10004353,252.0,5,0.2,53.55
CA-2012-115091,2012-10-05,2012-10-09,Standard Class,JJ-15760,OFF-AR-10000658,46.2,4,0.0,12.94
CA-2012-115091,2012-10-05,2012-10-09,Standard Class,JJ-15760,OFF-AP-10000696,28.84,2,0.0,9.52
CA-2014-144932,2014-04-15,2014-04-18,First Class,AB-10165,OFF-AR-10003560,14.59,3,0.2,2.55
CA-2014-144932,2014-04-15,2014-04-18,First Class,AB-10165,OFF-AR-10001468,89.86,3,0.2,21.34
CA-2014-144932,2014-04-15,2014-04-18,First Class,AB-10165,OFF-PA-10004971,13.87,3,0.2,5.03
CA-2014-114216,2014-09-03,2014-09-07,Standard Class,RK-19300,OFF-PA-10002195,12.19,3,0.2,4.11
CA-2013-140081,2013-06-21,2013-06-25,Standard Class,CG-12040,OFF-PA-10001745,45.06,8,0.2,15.21
CA-2013-140081,2013-06-21,2013-06-25,Standard Class,CG-12040,OFF-BI-10004826,29.72,6,0.7,-21.79
CA-2013-140081,2013-06-21,2013-06-25,Standard Class,CG-12040,OFF-PA-10001870,15.55,3,0.2,5.44
CA-2013-140081,2013-06-21,2013-06-25,Standard Class,CG-12040,OFF-AP-10001058,447.7,2,0.2,33.58
US-2014-111745,2014-11-06,2014-11-07,First Class,RA-19885,TEC-AC-10003911,159.99,1,0.0,54.4
CA-2012-148250,2012-12-13,2012-12-17,Standard Class,RP-19270,OFF-PA-10000289,12.96,2,0.0,6.22
CA-2012-148250,2012-12-13,2012-12-17,Standard Class,RP-19270,OFF-AP-10003040,134.48,4,0.0,34.96
CA-2013-105760,2013-06-20,2013-06-21,First Class,KC-16255,OFF-PA-10000350,17.12,2,0.0,8.05
CA-2013-142958,2013-12-14,2013-12-21,Standard Class,RW-19630,OFF-BI-10001759,6.1,2,0.2,2.21
CA-2013-142958,2013-12-14,2013-12-21,Standard Class,RW-19630,FUR-TA-10000577,1114.27,4,0.2,41.79
CA-2012-120880,2012-05-29,2012-06-03,Standard Class,JL-15850,OFF-PA-10004101,32.4,5,0.0,15.55
CA-2012-120880,2012-05-29,2012-06-03,Standard Class,JL-15850,OFF-ST-10001496,540.57,3,0.0,140.55
CA-2012-120880,2012-05-29,2012-06-03,Standard Class,JL-15850,OFF-BI-10002931,167.76,5,0.2,62.91
US-2012-140200,2012-07-26,2012-07-28,First Class,CA-12775,FUR-TA-10002356,393.16,3,0.5,-204.45
US-2014-110576,2014-11-29,2014-12-03,Standard Class,RB-19795,FUR-FU-10003601,516.49,7,0.2,-12.91
US-2014-110576,2014-11-29,2014-12-03,Standard Class,RB-19795,FUR-FU-10000576,1007.23,6,0.2,75.54
US-2014-110576,2014-11-29,2014-12-03,Standard Class,RB-19795,FUR-TA-10004154,2065.32,12,0.4,-619.6
US-2014-110576,2014-11-29,2014-12-03,Standard Class,RB-19795,OFF-PA-10000788,15.55,3,0.2,5.44
US-2014-110576,2014-11-29,2014-12-03,Standard Class,RB-19795,OFF-PA-10002479,25.34,6,0.2,7.92
CA-2014-131156,2014-04-04,2014-04-08,Standard Class,KH-16360,FUR-FU-10001940,25.47,4,0.2,7.64
CA-2014-136539,2014-12-29,2015-01-02,Standard Class,GH-14665,OFF-AR-10001958,27.17,2,0.2,2.72
CA-2014-136539,2014-12-29,2015-01-02,Standard Class,GH-14665,FUR-BO-10004709,78.85,2,0.32,-11.6
CA-2014-119305,2014-12-01,2014-12-05,Standard Class,SW-20275,OFF-ST-10000604,173.8,5,0.0,43.45
CA-2014-102414,2014-05-16,2014-05-19,Second Class,JA-15970,TEC-PH-10002923,29.59,1,0.2,2.59
CA-2014-102414,2014-05-16,2014-05-19,Second Class,JA-15970,OFF-BI-10004465,4.75,2,0.7,-3.17
CA-2014-102414,2014-05-16,2014-05-19,Second Class,JA-15970,OFF-PA-10002333,15.55,3,0.2,5.64
CA-2012-112571,2012-09-22,2012-09-22,Same Day,DL-12925,FUR-FU-10004188,204.6,2,0.0,53.2
CA-2014-152142,2014-11-15,2014-11-20,Standard Class,LW-16990,FUR-CH-10002965,321.57,2,0.2,28.14
CA-2012-160059,2012-11-27,2012-12-01,Standard Class,TB-21190,OFF-BI-10000145,6.24,2,0.0,3.06
CA-2013-120859,2013-09-02,2013-09-05,First Class,CV-12805,OFF-EN-10001335,21.88,2,0.0,10.94
CA-2011-127488,2011-09-22,2011-09-24,Second Class,MS-17365,OFF-LA-10001613,4.61,2,0.2,1.67
CA-2014-135279,2014-04-10,2014-04-12,First Class,BS-11800,OFF-LA-10004055,9.82,2,0.0,4.81
CA-2014-135279,2014-04-10,2014-04-12,First Class,BS-11800,OFF-AR-10004344,35.97,3,0.0,9.71
CA-2014-135279,2014-04-10,2014-04-12,First Class,BS-11800,OFF-PA-10004621,12.96,2,0.0,6.22
CA-2014-135279,2014-04-10,2014-04-12,First Class,BS-11800,OFF-PA-10001281,191.6,4,0.0,91.97
CA-2014-135279,2014-04-10,2014-04-12,First Class,BS-11800,OFF-LA-10001613,8.64,3,0.0,4.23
CA-2014-135279,2014-04-10,2014-04-12,First Class,BS-11800,OFF-ST-10001097,501.81,3,0.0,0.0
CA-2011-115791,2011-01-17,2011-01-19,Second Class,DL-13315,FUR-FU-10001095,127.1,6,0.2,28.6
CA-2011-115791,2011-01-17,2011-01-19,Second Class,DL-13315,TEC-PH-10004614,124.2,3,0.4,-31.05
CA-2011-115791,2011-01-17,2011-01-19,Second Class,DL-13315,OFF-BI-10001575,18.59,2,0.7,-13.63
CA-2011-115791,2011-01-17,2011-01-19,Second Class,DL-13315,OFF-LA-10001074,30.07,3,0.2,10.15
US-2014-103247,2014-10-06,2014-10-09,Second Class,PO-19195,TEC-PH-10003555,160.93,7,0.0,3.22
US-2014-103247,2014-10-06,2014-10-09,Second Class,PO-19195,OFF-BI-10004492,75.79,3,0.2,25.58
US-2014-100209,2014-07-10,2014-07-16,Standard Class,TD-20995,OFF-BI-10002012,1.08,2,0.7,-0.79
CA-2014-159366,2014-01-08,2014-01-11,First Class,BW-11110,TEC-MA-10000822,3059.98,2,0.1,680.0
CA-2013-145499,2013-05-31,2013-06-01,First Class,RW-19690,OFF-BI-10000848,3.28,2,0.7,-2.63
CA-2012-157035,2012-12-09,2012-12-12,First Class,KB-16600,OFF-PA-10004156,34.02,3,0.0,16.67
CA-2013-144939,2013-10-04,2013-10-09,Standard Class,EB-13870,FUR-CH-10003199,599.29,6,0.1,93.22
CA-2011-163419,2011-11-11,2011-11-14,Second Class,TZ-21580,OFF-AR-10000034,3.39,1,0.2,0.81
CA-2011-163419,2011-11-11,2011-11-14,Second Class,TZ-21580,TEC-PH-10000560,559.98,2,0.2,56.0
CA-2011-163419,2011-11-11,2011-11-14,Second Class,TZ-21580,FUR-CH-10000665,603.92,5,0.2,75.49
CA-2014-100314,2014-09-30,2014-10-06,Standard Class,AS-10630,OFF-LA-10001569,7.97,2,0.2,2.59
CA-2014-100314,2014-09-30,2014-10-06,Standard Class,AS-10630,OFF-EN-10000461,27.97,4,0.2,9.44
CA-2014-100314,2014-09-30,2014-10-06,Standard Class,AS-10630,TEC-MA-10003066,336.51,3,0.4,44.87
CA-2012-146829,2012-03-10,2012-03-10,Same Day,TS-21340,OFF-BI-10004022,1.11,2,0.8,-1.89
CA-2014-167899,2014-05-22,2014-05-27,Standard Class,JG-15805,FUR-FU-10004071,520.05,5,0.0,72.81
CA-2014-167899,2014-05-22,2014-05-27,Standard Class,JG-15805,OFF-AR-10001988,17.97,3,0.0,5.21
CA-2012-153549,2012-03-29,2012-03-31,Second Class,SL-20155,FUR-CH-10004086,1166.92,5,0.2,131.28
CA-2013-110023,2013-09-10,2013-09-12,First Class,TS-21610,OFF-BI-10001036,14.62,2,0.2,5.48
CA-2013-105585,2013-08-27,2013-08-28,First Class,RF-19735,OFF-FA-10002983,10.23,3,0.0,4.91
CA-2013-105585,2013-08-27,2013-08-28,First Class,RF-19735,OFF-PA-10003625,154.9,5,0.0,69.7
CA-2011-117639,2011-05-21,2011-05-25,Standard Class,MW-18235,OFF-BI-10003925,2715.93,7,0.0,1276.49
CA-2011-117639,2011-05-21,2011-05-25,Standard Class,MW-18235,TEC-PH-10001530,617.97,3,0.0,173.03
CA-2012-162537,2012-10-28,2012-11-03,Standard Class,RD-19585,OFF-EN-10003862,10.67,1,0.0,4.91
CA-2012-162537,2012-10-28,2012-11-03,Standard Class,RD-19585,OFF-ST-10004258,36.63,3,0.0,9.89
CA-2012-162537,2012-10-28,2012-11-03,Standard Class,RD-19585,FUR-FU-10002885,24.1,5,0.0,9.16
CA-2012-162537,2012-10-28,2012-11-03,Standard Class,RD-19585,FUR-FU-10001918,33.11,7,0.0,12.91
CA-2013-155488,2013-11-14,2013-11-18,Standard Class,FM-14290,OFF-AR-10002956,44.02,2,0.0,11.45
CA-2012-124891,2012-07-31,2012-07-31,Same Day,RH-19495,TEC-AC-10003033,2309.65,7,0.0,762.18
CA-2012-124891,2012-07-31,2012-07-31,Same Day,RH-19495,FUR-TA-10002903,1090.78,7,0.4,-290.88
CA-2012-124891,2012-07-31,2012-07-31,Same Day,RH-19495,OFF-PA-10004621,19.44,3,0.0,9.33
CA-2012-126445,2012-08-27,2012-08-31,Standard Class,RA-19945,OFF-ST-10000046,484.65,3,0.0,92.08
CA-2012-111199,2012-11-13,2012-11-17,Standard Class,JK-15730,OFF-PA-10001790,115.3,3,0.2,40.35
CA-2012-105312,2012-11-06,2012-11-09,First Class,MT-17815,OFF-EN-10002600,7.08,3,0.2,2.48
CA-2012-105312,2012-11-06,2012-11-09,First Class,MT-17815,OFF-BI-10002049,4.4,3,0.7,-3.52
US-2014-106705,2014-12-27,2015-01-02,Standard Class,PO-18850,OFF-PA-10001509,44.75,5,0.0,20.58
CA-2014-135034,2014-08-02,2014-08-04,First Class,AT-10735,TEC-PH-10003931,95.98,2,0.2,6.0
CA-2011-158540,2011-11-24,2011-11-26,First Class,VG-21790,FUR-FU-10001602,151.72,4,0.0,27.31
CA-2014-118437,2014-06-18,2014-06-22,Second Class,PF-19165,FUR-FU-10004848,155.25,3,0.0,46.58
